client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment	Question or not	Wh word	Detected Wh Words
29a1c5378774ac5ec7e50b4bde83ed922d2b9ac6e9cd5fc4178908001e992793ed020e5e1c4cb1992b4aa99b713624ef5a630218d0d08fe951d26e2c05d4497c	common_voice_zh-CN_22072741.wav	77074b8cd86af70c943b092830b2d00e684905c7c32ab0b18298e6abcd0c7c50	青帘贳酒今何少？		2.0	1.0					zh-CN		yes	no	
76050dc83064ab866ff0fd5623d5633ed51ba6baa3bc86d26d76ee455caeeb54f275c47d0dd36d226bb9d4752c13fde152cd60422005a029f9967fc6238c2f12	common_voice_zh-CN_22101289.wav	7e405d5072b86955aa85757e65bdec9061a1cbcfac5dfd532feca0119a44652a	维新者何政？		2.0	1.0					zh-CN		yes	no	
ca55234da9e6f69641b9c603db263adb91a1c5aa2997b44a06fd467e401bbd7a3e625a7bd277a4b86ced339e91f5d458fc15a4b4706db324a9f6f49e16702728	common_voice_zh-CN_18995341.wav	16730ab50f495fc25634779ec48b490468450eb0547ceff5f03c2d5391a9d788	龙鹰如何保住大唐最后的希望？		2.0	0.0					zh-CN		yes	yes	如何
21b9e60b98163504288f397380eca0d3e4ca201122648b10f0140a37cf5cb600d5ee5ff49f45bcab14517ddaf4f44a4b12e63f098f773a71c119da58fa55b030	common_voice_zh-CN_22210406.wav	aaa727202242645e94cf71337316b793e0debbaa07676b01415c720a930a7701	头一句是什么？		2.0	1.0					zh-CN		yes	yes	什么
44c673fb72eec8fe58839ef5ca81b5fc5b4e4585506d4007782df7e1c8cefcb1009a4e753f89800085f79fd1f8fdf83b443440fd43e7e3b5d72daa1a3dd3a127	common_voice_zh-CN_22250461.wav	b71cdcdda40b2c2fcfb0565fa48d0988396b852fc4aee9e853ed2311c166cafc	是偷偷混入记者群中的神秘男子？		2.0	0.0					zh-CN		yes	no	
4d8f74acd595a95a9fdb39495e6ec03a4922ec888bf5f000915ebe25316f52b94c723db1c24f894b4e320d8de6ddfcebe83a955175e45d080c896796a5347e3d	common_voice_zh-CN_22177238.wav	a35f0361749825bc376dca393a0eee4f7b4f762407efc9e7b57c5b2f00d9bc1e	你昨天吃什么？		2.0	0.0					zh-CN		yes	yes	什么
54c38c7fddbb5caf5aabce7f75880be3c1bc9e6244ce932b9efcc630de114b9f63dffab410d609ff0db37689084efa9ae4c5fb0f30d32e94614c0efd0755bcf8	common_voice_zh-CN_22151592.wav	97b38a7640c86e69fedb3e26126b7016fa1824f2d6bd05ec2aa800da095dae38	频道头条？		2.0	0.0					zh-CN		yes	no	
5d9a8273befdef89205ee88800d88fb98f93b206fd8039b178a14c983475d2dca229e70c166cd111da2966775bf4df6383b1a666afbf1fbac50736b142af4a0c	common_voice_zh-CN_18989716.wav	14bff99edbba5b38f41bcc7d6c0c418a716adb495d508f030de4dd9c9e47fbed	你几点会去报到？		2.0	1.0					zh-CN		yes	yes	几
b9df9eac18841523eb308210518a777c96eb449e76770dfe44410f5b8edd97ea5537c3739cdaf873e28fa5db2e99f666e450f1ce1c6c72949f3003cd662775a9	common_voice_zh-CN_22057658.wav	68c3f7d5756741510554e1753147524d05ec02a5975dbea1ce9e75a9e14cd725	赵氏孤儿有什么罪？		2.0	0.0					zh-CN		yes	yes	什么
feda1a469e877e99baf57320c904478b034ff02c5a6a6720626902614deac0f803efe95a4ef1cdb8fb4b9f1850b7c7b2477f4f24a782ec225e7aca77f17f0e39	common_voice_zh-CN_22021052.wav	5ea14e624f5f1ae1dc5145d51f4559380dc9c26d866b5c5749760ffa4de7c1aa	谁让你过来了？		2.0	0.0					zh-CN		yes	yes	谁
124514188b5583b1cf19faa3843f609c7ad7e67ac415b6eead2a1e84acd235c14985063cc16c1bf682862230373d772c4f0b4cc3f57977e30d481cbe32ba2c18	common_voice_zh-CN_22215048.wav	adb5e79777445ce8600ce395216dad43fd92a0401a1982ce277bcf5c306c0ebd	考虑到我要怎么存活吗？		2.0	0.0					zh-CN		yes	yes	怎么, 吗
6f28bd3c7f178b06bb448e070d834ffbc986ac9db3036bdf210d03845ddb85b62cfef8e31009ea6745b44ddb309a094bce0ece87462615aa21d02b6cb82eecf2	common_voice_zh-CN_22109877.wav	8a491adff46f965e48f5c2aa5aa6aa686efeb0e160b715dccd4ccf6570c6407b	应该如何看苦难呢？		2.0	1.0					zh-CN		yes	yes	如何
7dcf31b64b6a63acc10d4cc9d56af702c67b21d7d6bd5d6e9ba925fb64bfccc77cd689faa4c756c18f8ee3e00825cf7b5de3b777a5f58131850fd53e7ea0f1d4	common_voice_zh-CN_22214168.wav	b11d17a5bb27a18dc6a930d2efcea162270ccba719f2395dbb195d1165bc35eb	怎么感觉很难喝？		2.0	0.0					zh-CN		yes	yes	怎么
85256c2c8ed6c3aee065da9f9608f258f5f38c5b8cc0e0a45c7f49d84711940a3dace814b1ec431c79477059d52126f616475494861f8c250506072debe1b684	common_voice_zh-CN_22055092.wav	66617662668f9282e102bd117c1ac4fcad3f41ecbbf593a1310cfca04787c91f	该不该通知她？		2.0	1.0					zh-CN		yes	no	
89fd4c978d324d16a79ae07ac48c2d824d1745faa910657981f89e61e762bfd952ece4e5ca394280dfa7d96c05f84fac67d724dafae39cab27ff4218b90aac6d	common_voice_zh-CN_22153980.wav	9b4ac0a91debb6abbd65d0665003cf79de426d36ee0c6df40df4c65c7c79b42b	还是因此更加深厚？		2.0	0.0					zh-CN		yes	yes	还是
a754762f34a574635463d07455751fcf885c1e67d761c6c860f827a44ab1dc1078090985039bd237fba9493a3d9f6213331f51b463e0497d3fb934193b425020	common_voice_zh-CN_22187198.wav	a7a56a38ab9929948773a53bdc09547164b829d66b26ed49f6a86cc86f1e2ad5	蓝色的天空看来像怎样？		2.0	0.0					zh-CN		yes	no	
ad5f4c4a6a4be517bc1891cadf0294129fa80197474ef3454c6b7188fe39d9f0408bf8c1e8a268117e23878d93fbe16a927da34511f37e60c3449959604dd7a7	common_voice_zh-CN_18646866.wav	0513493174ec9a30d8ff381ee26038ac9b62e5a6828d50a3ce728a300f847503	你有带钥匙来吗？		2.0	0.0	twenties	male_masculine			zh-CN		yes	yes	吗
b92001290de77f2f05bd4838b8ad0b45643183c40170459b7a6e9e45838b37d9df3cf8be9ed361a7510ff344910453877a8bcfc89e64b3d23064caa0029ffc98	common_voice_zh-CN_22214237.wav	b199c67a4607d4cb1711cc2a56e630b8e4c7f832f2d336f4a72b0840c51e78b3	为什么这么急着抵达终点？		2.0	0.0					zh-CN		yes	yes	什么
ce72281e6f9f7507dd7cde559322cb8280224874105537cfd971ccc0fe2f96ad2d7e8acfdae9d6df2f8de3c255db2013e13cac7493e1ac089bc9a4699d37c18b	common_voice_zh-CN_18985050.wav	0535d359fffcb0cf5d6f946197431d903fd4b65d08ed9973dbff8de0981a3429	为什么不宣传陈玉成而宣传李秀成？		2.0	0.0					zh-CN		yes	yes	什么
cf6f9704517191553ee0545404f98edab1c4d7cd0aa5a24b62a1b4a45fa27507ff58926d810819ab826e4c98d0a98e838f6e010e22ebf4a1e44548323df573f0	common_voice_zh-CN_22185014.wav	a565c49c84217f41b128ff513f57706d32e3fec70aba31bec12e46f494d8e0f8	谁才会是真正的赢家？		2.0	0.0					zh-CN		yes	yes	谁
fc4f86f8ec986ad02cb779d78a24355277a06719b7ed6baa952deab21b40ba9dda3adbdea05877240fc15d820b90a818f4fce06a5496d6f40136d301c5e69456	common_voice_zh-CN_21090987.wav	4e784d919f3cbcf2539e458d409fad16bbe54725b2cf93433d346c32ea63cf5a	到底对方是什么人？		2.0	0.0	twenties	male_masculine	出生地：11 北京市		zh-CN		yes	yes	什么
0199c07b34065f11cf887efff71359662cc7eccd4bd9c7da41a3f523adb8b1cd4bbeafb4dd7c14d8b746e25e23e97741724e240bdd02739736b78a38374ee3d8	common_voice_zh-CN_22113180.wav	8759fc476244f01f4895840df5a9a1c4ecc2fdbcfeb67b9e18c1f2e1c48d629b	你刚才在搞什么？		2.0	1.0					zh-CN		yes	yes	什么
9e0ea913cf30348032b73e41f445f859ffee5faf99ed6fef27fdc63be7e6b0149a297649499d9a32d54ce14e27b5f38e46f7dce2165046889f102563bc3a1ffe	common_voice_zh-CN_22119023.wav	8ce4539b11071ea61f2c7c99a8d401091f93ffb0b65027824771b4094de9a413	假日哪里好玩？		2.0	1.0	twenties	male_masculine	出生地：44 广东省		zh-CN		yes	yes	哪
2559aa7625e01495104f699a36556ae8917de5c05c04f3145bd2546d6791e684e0d962757b3bd62b2d8733d26382bea2db5f4260e6f2fbd28edc608a96fe8170	common_voice_zh-CN_22189810.wav	a9a1e0d488bd75bd2c6b5c02a11cbe64aa185fb3252d31ee0893eb8f68430db4	为什么？		2.0	1.0					zh-CN		yes	yes	什么
d885f81e10cf76095c0f8eee0520ee93e36351fcea632e6e16fe77fd14bcb036a2fb25e7b7636b5b660d4acb65ffe50f5c8e139f5bc8187d5e616517312413ea	common_voice_zh-CN_22062360.wav	6ee394325db311068cbdaa143616c3091b6822f60c6a4f2fd8530a6321a4acb0	还是怎样呢？		2.0	0.0					zh-CN		yes	yes	还是
00873da0e796c2bf5bc9204fa927d940004518f2fd4fd877ed8342f62c72e1c9abad72b578af31572e693b7ac47b202bb59c006865948b86e819b3ac8454c807	common_voice_zh-CN_22083508.wav	7c339ebf6a3f1ffc73b3d309f702583f308c8465a7c2e8dbe8c816db1c446d0e	那是谁？		2.0	0.0	twenties	female_feminine	出生地：37 山东省		zh-CN		yes	yes	谁
1171553467213419a5d2f3686701e7f42c411103d320648bee1d3bc6703409d9ae56433ac08027793140d7908157bc8ff5699826eac8506e525731029c3cea76	common_voice_zh-CN_20799176.wav	4c99bcc977fa6a536f7530a813840cd60df39b79953ed71e4d2807e9650ff32a	是否真的有惯性收视？		2.0	0.0					zh-CN		yes	yes	是否
1cde623def6a21b11f3ac5228e5e8e551ea4a3f98b0d8dfa81fedd747e11e857ac9f5efbc3e8ce87ab9e49203521b791d34ef6c6e4be3c3e33ff3a0bb64fd305	common_voice_zh-CN_22040961.wav	61d2618f39b3891b005373364d1081f504e3bd0c396baac8e2eeb1854dbdb90f	掀起血雨腥风的幕后真凶是夏侯武还是另有其人？		2.0	0.0					zh-CN		yes	yes	还是
2587ea585fcd6a3b5aa6c092342d9e9ea540b7bcc048b0e50f461897e52e7f84fa145321691b24f5fb9990c1189ea310c5c680f64ab15e4648c7f4a8d14ea895	common_voice_zh-CN_18995319.wav	1a2023db7ada50b65b5eaef721a86fddcbee4d953afe6262d87907d526944766	邪马台国在哪里？		2.0	0.0					zh-CN		yes	yes	哪
35fba2b40908d19f5978649039afdf2a34bba1926b06831a99e05b3fc6ff2728488d7e84f96c10b749299c5705d7b87440f65380746db85673b876e823dd1ee6	common_voice_zh-CN_18980254.wav	0b745ed34e39ee19d85acbd8701bbe6ee3f3ddea7de5541f10c82c14722dec25	我吃的亏还少吗？		2.0	0.0					zh-CN		yes	yes	吗
5e99b625865ec0b00a440a55400353249d238dbdb586969d18698b132dbd3cfa74a6d40b6a59a030b380029e201890ae39dccae1236885fd7fef8b53b0f8c807	common_voice_zh-CN_22061526.wav	6da98d6916144af95665f0fc1f97c1e1dcb9fd7388afb27a8d4e12d2b311e5ea	难道是卡洛塔杀害了男爵？		2.0	0.0					zh-CN		yes	yes	难道
5f9f2087a5ca29556e69014e4f8da5bb8a4772f5fa6c7094f816b12d95332f38611f06b05d0cf073e8f8ca3857a3247b21df934effb8ed330f9a533a03efcd03	common_voice_zh-CN_22210594.wav	ad0ca8d40b9d6c33833e7780c79c57fcff05a5341a7ca785d9ebce1b4a50958e	为什么来这里？		2.0	0.0	twenties	male_masculine	出生地：37 山东省		zh-CN		yes	yes	什么
17be97a5a4e3d7476d42dc5523f4803075066cad1763a6d8267ca4e91ffe4518ff0d39153f7b0786577da4ef3433d0bc4a895c48816bf6a6faf5d831df1913de	common_voice_zh-CN_18978152.wav	065b9cbcccbd101b6041482b3695fc739d489b0e7bad2a13f0ce2732b54fafcd	是否不肯付出？		2.0	0.0	twenties	male_masculine	出生地：44 广东省		zh-CN		yes	yes	是否
d94b005a9725849bd24bbd3846e46157f91500ee261d8e9d534ed50c167e6d6512c80f6d8477d535e623807d85ea35439c648725a643a3ac5ae154fb0ed7490e	common_voice_zh-CN_18982739.wav	0d8f13d7fc769fbab76ed581875950bbb84e92d59cdb3bbaf265cbb2ff82c641	你有啥子好主意？		2.0	0.0	twenties	male_masculine	出生地：21 辽宁省		zh-CN		yes	no	
dfacf81ef98f2b80ebf3a932d8c926f7fa65ffaa8dfc35edefc1344d0e4096cc52dd6cd86f2b29d9ae8dc8bf25d4ac3e0fd6133ed370de7f4e6df6d89193c9b4	common_voice_zh-CN_18592641.wav	00f6323b63c2e30eba2cfdc8ac8e26a45a2d4cbdba84137838484f09fa78a515	你知道我们怎么活着的吗？		2.0	0.0	twenties	male_masculine	出生地：35 福建省		zh-CN		yes	yes	怎么, 吗
ec3391f54b4795f8b36701713ddaa3181869d2efba24b1e1efefa94bbbac01076839eedbdb00321f65a9b576e4cf95bf3955a3bb61dfbfe765abd3c2ec22b52b	common_voice_zh-CN_18978041.wav	05baa86c585b9371a1b32dd2959bbababaac80bc87bd48604f9f10a3909860c2	秦国哪有什么满足的时候呢？		2.0	1.0					zh-CN		yes	yes	什么, 哪
99a1d84609cd245d29705fb6a38205e786ffa2b55967eb35d93e48f3d7f5d2167a2c6cba21a1bc30cc572cda14a52533619442787d7a6a89ba08e4bcc29769dc	common_voice_zh-CN_22308086.wav	bc2eedd1d70759c8e7ce738775d3714505b4499df0482551a497340404e6ecc3	社游取消了？		2.0	0.0					zh-CN		yes	no	
18d4e9012a93ad6aae93531079cf4cac311ee9067d54a53f091ab61acdfc68bb37f26cb703c01bb6b229ff61b21a95f918d6cb8aeeed70f409190cf3ec0300b4	common_voice_zh-CN_22343650.wav	bc8d8aba7e87b9f70d4b015a908563ddfd20351ab81667a590cbcbab401cb1af	怎么办？		2.0	0.0					zh-CN		yes	yes	怎么
72d6464b929ae1f892b2071f23861797dae06e54039dd309f82485daa8542500292a9cc1c3752f1a5a805a19da7390cd9bcf54361a0afd655710413cbec31a2d	common_voice_zh-CN_33477883.wav	ad18fca16a585309b0d80c9bfc7cb6e83d9e4248f6a715e2c8031f19b9fde9e4	都要向妳报备吗？		8.0	0.0					zh-CN		yes	yes	吗
95dec8186eb9a457342da0ae81696debfa01e7b20f080f48503138d71ac29bed41eaea33b254732ff5b521258e6857fb7b73221f24db2e07f91c260ea71531b5	common_voice_zh-CN_25728988.wav	ece91422273ba61ea8a0e606641ad4a5094997416012a15cc04d1b4ae0176c9c	你是谁？		3.0	0.0					zh-CN		yes	yes	谁
a415dd099b220c17168f875cedaf2508d910332228c3088f244aa94302655664a480edd3ef9a6bef9f6107da48d2b14e3fc299367032c63d1174da062a54bf66	common_voice_zh-CN_22054950.wav	64a948dcbf4a9f5d39cfafa147e7bbb2f62fe5a2a0f98fc649630709487161de	你想要到一个比较好的地方吗？		2.0	0.0					zh-CN		yes	yes	吗
51aa55d5fa776854759c93a6aecf268ce3570f27240787a81150d21595d7fd22ed672cd2b26deef3a94afc1c4f4ea8f2bc5f08fbe206a9be568e1139e0cc99d9	common_voice_zh-CN_22067819.wav	6fc0addbf19e192067d133cf29b5d9e04b811a0f3ebfefde691a9966c9f1bb98	还是恶性循环？		2.0	1.0	thirties	female_feminine	出生地：42 湖北省		zh-CN		yes	yes	还是
9685bccc666cabcd46a4c563ffb6be7cf04dd65d0b0c37bd393eb23b97aa857c504df39158a860f55f7b5a637dfebbf97b7c7c315f842f1f2539d575bb555ce3	common_voice_zh-CN_32597545.wav	e36dc42c11ba42aa7c66e4492b33a0c62461ed79d6d2f58974962b4cc22b2fe2	是这样替蔡英文助选的吗？		2.0	0.0					zh-CN		yes	yes	吗
8fe610d5c74718452dab38e907ee6208038d72502c00b063fde2f41acba24cf412429de8587e71dfcac8e3bcacc3854cefb84457f44a604db40886fe1439194b	common_voice_zh-CN_18661534.wav	066ad85f1452e477cde2a0d4e9bcd2b05f43790ed4603919645c104e72117473	发生了啥？		2.0	0.0					zh-CN		yes	no	
c4c715dd3387fdc5b5cae1fff1f7bf0626127710c0f9b74b4eacd809f5250e5da93305c5ba350bb4fa844caafd6ab216092c491732ab6238c7d4406af1a3c70f	common_voice_zh-CN_18994257.wav	15af6ee40169e0ae3099378b1c03f59d1bf40326cf85df8d2565a84715326c22	你是要写会感动激发广大群众的文艺吗？		2.0	0.0	twenties	male_masculine	出生地：11 北京市		zh-CN		yes	yes	吗
d78cb170f3a5219864c0b7d089b7a146f23dff1a1f10ab70faa2dfa248df4e102808a7c873b02fd863a1a8090f48ec092995c6437fe018b4252b5ea6d8c1b4f9	common_voice_zh-CN_18777994.wav	08fef219e667a6a881b441e192d8e11c73fc69fdae3bc06387c0a701bafeef40	但秦钟震事后一想，「五代同堂」非常难得，如果被谢家的家丁骗了，怎么办？		2.0	0.0	twenties	female_feminine			zh-CN		yes	yes	怎么
e0c3f09c2362da21e0e2b20b0d68e96db073482cf5edb7900a278b7ce49a79d6b5655a458ae241dba2c8c5d2fdf43f640b3fd904494b23bcd81c69058a319991	common_voice_zh-CN_26574983.wav	eac50bc011d3eadf3252a4d76e21f573d0e3a97847bd3fef2798e4a88b1c312e	调查组是如何开展工作的？		5.0	0.0					zh-CN		yes	yes	如何
25cb7376058d1d39e4ea2797a910591c57b696a42e0cb04eecebe581299694d0d9f47dbd1ccefff8a04c34281dc396d2c17ffc9349fa12cbfd82d1d711ac17d4	common_voice_zh-CN_32584875.wav	b7e08ab9362eb03efdbce08466688091ae1df77c4296f8cb5ec7cb79745fe164	我们是谁？		4.0	1.0					zh-CN		yes	yes	谁
8a5b0f4a00967db460276340db49bcf2bec8d41b91c8cc8f375cb6d03ee0e40536524b9377a611ff2cb388949e585cef12e5781aa94edfeb8a7a9d4fcf8cf26e	common_voice_zh-CN_22189595.wav	a8c77ac274d875a939658e13ab8bc87edb3d6572465c1f0996ad731931bea713	总警司？		2.0	1.0	teens	female_feminine	出生地：31 上海市		zh-CN		yes	no	
8c4cc89853a2f9475d2ffce942ea0b1f211b02456214c8ab957a79ca952bbfd8973c82d7fc09544efddebacf6c08b7f989e0ce90e30d123aaefd36cfdaae6c8f	common_voice_zh-CN_26002158.wav	002585a2130d86be31f54a5e7ae454c7acf4c92cbc0a5ae2927aae18b7adfd14	但是，伯蒂，你不是说你知道这些线路吗？		2.0	0.0					zh-CN		yes	yes	吗
546fba2291aafa32ee5bd90296d768a370c86d12f7b6e2c177313d164422876a03dbb05a26bbf3383b394df04e5b2031cd2162fa63b3a2c377f186cf1b1adfcb	common_voice_zh-CN_20409634.wav	458abd0928723db89c0ed89016d56848eafcb2c0c5d2ea2b4689d7ab733186f1	他们能成功吗？		2.0	0.0	thirties	male_masculine	出生地：51 四川省		zh-CN		yes	yes	吗
5d4eb3de6e3da825bcc1f1d0e526ff468e63204e9d3ceca3f83166d3d57314662733728d28791a4489ed56174cb3e7250502ced2967ede286a193ea9b282b9cd	common_voice_zh-CN_22294361.wav	aff5e586cc0e3dd7dcc7d3de6d0b1388c070faf4a6b677d26ac140b3e40a3b60	你是什么人呢？		2.0	0.0					zh-CN		yes	yes	什么
437ad81e26a9e231788e20c867735f3ac57d2332884afec7587fe82196dce08a3911183c5e1e0b5b5cc1c6c68d4fbdf980f3f8e305ac8c61aeec21b46f4d0d6c	common_voice_zh-CN_19006904.wav	212003dc9d42f11073539b83587544e31f42cb27a516b8081746d02d22f61b42	我想你宁愿跟同志们坐在一起是不是？		2.0	0.0	twenties	male_masculine	出生地：32 江苏省		zh-CN		yes	yes	是不是
b79ccc43811d3e9b8c349e667fe177d32d346f4edf797acd7ac7667a2cc3507e003f8dedea299cb46d3e20ffbac18d6fd70495ad8d696ae47328f1269aba6073	common_voice_zh-CN_22240410.wav	b4c5ae17063ce0c221e25ee9bc2b691c16b0828046ea33dc2a6c14c05fb6f736	妳去哪里？		2.0	0.0	twenties	male_masculine	出生地：31 上海市		zh-CN		yes	yes	哪
2fc1c76ae17e21f8c85977e4ccd631183715d6f83aac647516cab112717d883db017656504d1ba804697b22cd2bd2ef78a98ae93bb421fc59b5a17ceba29b66c	common_voice_zh-CN_22219066.wav	b0103aa520ffca395b4175b529906e3cc851889f072da814b7f6dc76318a658a	傻啊，担心什么？		2.0	0.0					zh-CN		yes	yes	什么
c3d2d0c9bbe524d56177da980677b81887c4bff30ff78565937bb8903367a9ac4a352ddf9708cdfa94c5edcd197ec22483a25e66a1e62e7f984f705d2753ff5c	common_voice_zh-CN_33478075.wav	aff5e586cc0e3dd7dcc7d3de6d0b1388c070faf4a6b677d26ac140b3e40a3b60	你是什么人呢？		7.0	3.0					zh-CN		yes	yes	什么
0cb264503d341a26c8f39148cb864acd0f9fad978cd54bdd217086c37781c62556d834b7f491dafefd69743f39e2381054c38ded2a32b579a5a702513fbf78ed	common_voice_zh-CN_33220002.wav	fe211376402f26633b57471cd6a7546fb720ff4afdf9f7416121cd6089d33b09	如何确保台湾？		8.0	0.0					zh-CN		yes	yes	如何
0d03deff03de0d0e809d01ba143b47bb8e5764328152e3ce1568fb4c7ab3a9cadb55e05eeb93f6aefbd2652a6c8d3b74b9eb4ea8d0899a3f262426612a8e14a2	common_voice_zh-CN_33032425.wav	b199c67a4607d4cb1711cc2a56e630b8e4c7f832f2d336f4a72b0840c51e78b3	为什么这么急着抵达终点？		3.0	0.0					zh-CN		yes	yes	什么
